artist_slug,production_artist_id,local_artist_id,artist_name,entity_type,status,popular,popularity_rank,artline_artist_url,current_aliases,current_birth_year,current_death_year,current_date_display,current_country_codes,current_country_relationships,geography_review_state,has_biography,current_authority_ids,current_source_urls,artworks,paintings,no_primary_image,no_displayable_image,paintings_no_displayable_image,research_gaps,proposed_name,proposed_country_codes,country_evidence_url,country_evidence_fact,proposed_birth_year,proposed_death_year,date_evidence_url,proposed_artist_authority_url,proposed_artist_source_url,research_outcome,research_notes,checked_at
sofonisba-anguissola-q236038,8ebee85f-2e9a-4b9a-b6dd-065d4de1bb5c,8ebee85f-2e9a-4b9a-b6dd-065d4de1bb5c,Sofonisba Anguissola,person,review,true,99,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/sofonisba-anguissola-q236038,"[""Anguisciola"",""Anguisciola Sophonisba"",""Anguisola"",""Anguissola"",""Angusciola"",""Lomellino Sofonisba Angosciola"",""Lomellino Sofonisba Anguisciola"",""Lomellino Sofonisba Anguissola"",""Lomellino Sofonisba Angussola"",""Moncada Angosciola toledo"",""Moncada Anguisciola"",""Moncada Anguissola"",""Moncada Angussola"",""S. Anguisciola"",""S. Angusciola"",""Sifonisba"",""Sifonisma Angosciola"",""Sinfonisba"",""Sinfonisba Anguissola"",""So. Angusiola"",""Sofenisma Angisolu"",""soffonisba"",""Soffonisba Anguissola"",""soffonisma"",""Soffonisma Anguissola"",""Sofonisba"",""Sofonisba Angosciola"",""Sofonisba Anguisciola"",""Sofonisba Angussola"",""Sofonisba de Moncada"",""Sofonisba Lomellino"",""Sofonisbe Anguissola"",""Sofonisha Anguisciola"",""sofonisma"",""Sofonisma Anguissola"",""solonisba da Cremona discepola de'Campi"",""Soph Anguischiola"",""Soph. Anguisciola"",""Sophon. Anguisciola"",""Sophonisba"",""Sophonisba Angosciola"",""Sophonisba Angosciola-Lomellini"",""Sophonisba Anguisciola"",""Sophonisba Anguiscola"",""Sophonisba Anguissola"",""Sophonisba Angusciola"",""Sophonisbes Anguisola villagran"",""Sophonismo Anguisciola"",""Suffonisba Anguisciola"",""suffonisba Anguissola"",""სოფონისბა ანგისოლა""]",1535,1625,1535–1625,,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""wikidata"",""id"":""Q236038"",""url"":""https://www.wikidata.org/wiki/Q236038""}]","[""https://pantheon.world/profile/person/Sofonisba_Anguissola"",""https://www.wikidata.org/wiki/Q236038""]",5,5,4,4,4,country,,,https://pinacotecabrera.org/collezioni/collezione-on-line/autoritratto-4/,The Brera self-portrait record identifies Sofonisba and discusses her late Cremonese style. This documents cultural practice but does not explicitly state a country-code affiliation; no code is inferred from birthplace or her residence at the Madrid court.,,,,,https://pinacotecabrera.org/collezioni/collezione-on-line/autoritratto-4/,needs_review,"Explicit country wording remains to be corroborated. Additional-work search used the Met artistOrCulture search for Sofonisba Anguissola: object 892539 returned 404; objects 640275 and 333870 are a lithographic book and engraved album by other makers, excluded from this painting pass. Do not mistake their French/Irish primary-artist fields for Sofonisba’s affiliation.",2026-09-15T19:16:49.818984Z
paolo-veronese-q9440,9262a22f-aa4d-4f10-b224-74bd48021693,9262a22f-aa4d-4f10-b224-74bd48021693,Paolo Veronese,person,review,true,44,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/paolo-veronese-q9440,"[""Berones"",""Cagliari"",""Caliari Paolo"",""Caliari Paul Veronese"",""called Paolo Veronese Paolo Cagliari"",""called P. Veronese Cagliari"",""called Veronese Paolo Cagliari"",""connu sous le nom de Paul Veronese Paul Calliari de Verone"",""detto il Veronese Caliari Paolo"",""detto il Veronese Paolo Cagliati"",""detto Paolo Veronese Paolo Cagliari"",""detto Paolo Veronese Paolo Caliari"",""de Vérone, dit Paul Véronese Paul Calliari"",""dit Paul Véronèse Cagliari"",""dit Paul Véronèse Caliari"",""dit Paul Véronese Calliari"",""dit Paul Véronese Paolo Cagliri"",""dit Paul Veronese Paul Calliari"",""dit Paul Véronese Paul Calliari de Vérone"",""dit Paul Véronese Paul Calliari de Veronne"",""Dit Paul Veroneze Paul Calliari de Verone"",""dit Véroneze Paul Caliari"",""eigentl. caliari paolo veronese"",""F. Cagliari"",""genannt paolo veronese paolo caliari"",""genannt Veronese Paul Cagliari"",""genoemd Veronese Paulo Cagliari"",""gen. veronese paolo cagliari"",""gen. Veronese Paolo Caliari"",""gen. veronese p. cagliari"",""gen. Veronesi Paolo Caliari"",""Il Veronese"",""Le Paul Véronèse"",""Pablo Barones"",""Pablo Baronis"",""Pablo Beronès"",""Pablo Beronis"",""Pablo de Berona"",""Pablo Verones"",""Pablo Veroneus"",""Pablo Vironeus"",""Palo. Veronesse"",""Paolo Cagliari"",""Paolo Cagliari gen. Veronese"",""Paolo Cagliari, known as Veronese"",""Paolo Cagliari Veronese"",""Paolo Caliari (1528)"",""Paolo Caliari Genannt Veronese"",""Paolo Caliari gen. Veronese"",""Paolo Caliari il Veronese"",""paolo caliari veronese"",""Paolo Caliati Veronese"",""Paolo Calliari, Ven. Veronese"",""Paolo Calliari Veronese"",""Paolo da' Verona"",""Paolo di Gabriele"",""paolo, eigentl. paolo caliari veronese"",""Paolo gen. Caliari Veronese"",""paolo, gen. veronese caliari"",""Paolo V."",""Paolo Varonese"",""Paolo Vennese"",""Paolo Vero"",""Paolo Verone"",""Paolo Veronees"",""Paolo Verones"",""Paolo Véronèse"",""Paolo Veronese (Paolo Caliari)"",""Paolo Veronese Paolo di Gabriele Caliari"",""Paolo Veronesi"",""Paolo Veroneze"",""Paolo Veronse"",""Paolo Vironeus"",""Pa.o Veron."",""Pa.o Veroneus"",""Pa.o Vironeus"",""Paul Beronese"",""Paul Cagliari"",""Paul Cagliari dit Paul Veronese"",""Paul Caliare von Verone"",""Paul Caliari"",""Paul Caliari dit Véronese"",""Paul Caliari Veronese"",""Paul. Caliarri Veronese"",""Paul Calliari de Veronne"",""Paul de Vernese"",""Paul de Veronese"",""Paule Veronese"",""Paulo"",""paulo berones"",""Paulo birones"",""Paulo Caliari Veronese"",""Paulo Veron.e"",""Paulo Veronees"",""Paulo Veroneese"",""Paulo Veroneeze"",""Paulo Veronesa"",""Paulo Veronese"",""paulo veronesi"",""Paulo Veroneso"",""Paulo Veroneze"",""Paulo Veronnes"",""Paulo Verronys"",""Paulo Weronese"",""Paulus Caliari Veronese"",""Paul Vernese"",""Paul Veronees"",""Paul Veroneese"",""Paul Verones"",""Paul Veronesa"",""Paul Veronèse"",""Paul Veronesi"",""Paul Veroneso"",""Paul Veronesse"",""Paulveroneze"",""Paul Véronèze"",""Paul Veroniensus"",""Paul Veronis"",""Paul Veronise"",""Paul Veronnese"",""Paul Veronneze"",""Paul Voronese"",""Pauolo Veronese"",""Pau. Veronese"",""Pavolo"",""Pavolo Veronese"",""Pavol Veronese"",""p. c. veronese"",""pennello veronese"",""Polo Veronese"",""P.o Pablo berones"",""Poulo Veronese"",""Poul Veronese"",""P. van Roneese"",""P. Verenese"",""P. Veronees"",""P. Veroneèse"",""P. Verones"",""P. Veronèse"",""P. Veronesi"",""P. Veroness"",""P. Veronesse"",""P. Veronete"",""P. Véroneze"",""P. Veronnesce"",""P. Veronse"",""P. Verronese"",""P. Voronese"",""Verones"",""Veronesa"",""Veronese"",""veronese p."",""Veronese (Paolo Caliari)"",""veronese paul"",""Veronese Paul de"",""Veronesse"",""Veroneze"",""Verronese""]",1528,1588,1528–1588,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1952"",""url"":""""},{""scheme"":""smk-person"",""id"":""2035_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMSsp149""},{""scheme"":""walters-person"",""id"":""1864"",""url"":""https://purl.thewalters.org/art/37.1116""},{""scheme"":""wikidata"",""id"":""Q9440"",""url"":""https://www.wikidata.org/wiki/Q9440""}]","[""https://api.smk.dk/api/v1/art?object_number=KMSsp149"",""https://pantheon.world/profile/person/Paolo_Veronese"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/09940005356"",""https://www.wikidata.org/wiki/Q9440""]",28,24,17,17,17,,,,,,,,,,,,,
diego-rivera-q171128,95743a2e-dca3-426e-b830-3aa492371664,95743a2e-dca3-426e-b830-3aa492371664,Diego Rivera,person,review,true,62,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/diego-rivera-q171128,"[""Diego María Concepción Juan Nepomuceno Estanislao de la Rivera"",""Diego María de la Concepción Juan Nepomuceno Estanislao de la Rivera y Barrientos Acosta Rodríguez"",""Diego María de la Concepción Juan Nepomuceno Estanislao de la Rivera y Barrientos Acosta y Rodríguez"",""Diego Maria Rivera"",""diego m. rivera"",""Diego Rivera y Barrientos Acosta y Rodríguez"",""José Diego María Rivera"",""Rivera Diego""]",1886,1957,1886–1957,MX,"[{""country_code"":""MX"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""MX"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""4942"",""url"":""https://www.moma.org/collection/works/82208""},{""scheme"":""nga-constituent"",""id"":""1831"",""url"":""""},{""scheme"":""smk-person"",""id"":""3109_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS6909""},{""scheme"":""tate-person"",""id"":""1849"",""url"":""https://www.tate.org.uk/art/artists/diego-rivera-1849""},{""scheme"":""wikidata"",""id"":""Q171128"",""url"":""https://www.wikidata.org/wiki/Q171128""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS6909"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Diego_Rivera"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/82208"",""https://www.tate.org.uk/art/artists/diego-rivera-1849"",""https://www.wikidata.org/wiki/Q171128""]",56,18,56,56,18,,,,,,,,,,,,,
paul-cezanne-q35548,a064ef31-0207-45f9-a365-9724b6ee69ab,a064ef31-0207-45f9-a365-9724b6ee69ab,Paul Cézanne,person,review,true,21,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/paul-cezanne-q35548,"[""cezanne paul"",""p. cezanne"",""Pol Sezan"",""Polʹ Sezann"",""P. Sezanas""]",1839,1906,1839–1906,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""69583"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/401049""},{""scheme"":""moma-person"",""id"":""1053"",""url"":""https://www.moma.org/collection/works/80025""},{""scheme"":""nga-constituent"",""id"":""1115"",""url"":""""},{""scheme"":""tate-person"",""id"":""879"",""url"":""https://www.tate.org.uk/art/artists/paul-cezanne-879""},{""scheme"":""wikidata"",""id"":""Q35548"",""url"":""https://www.wikidata.org/wiki/Q35548""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Paul_C%C3%A9zanne"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/80025"",""https://www.pop.culture.gouv.fr/notice/joconde/M5060000038"",""https://www.tate.org.uk/art/artists/paul-cezanne-879"",""https://www.wikidata.org/wiki/Q35548""]",207,132,99,99,64,,,,,,,,,,,,,
rembrandt,a08fbe07-1cb4-4423-b9e5-a17529eb64d9,a08fbe07-1cb4-4423-b9e5-a17529eb64d9,Rembrandt van Rijn,person,review,true,6,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/rembrandt,"[""Arimbran"",""Bembrant"",""dit Rembrandt Van-Ryn"",""Hamenzoon van Rijn Rembrandt"",""Haremsz Rembrandt van Rijn"",""Harmansz Rembrandt van Ryn"",""Harmensz Rembrandt"",""Harmensz Rembrandt van Rijn"",""Harmensz Rembrandt van Ryn"",""Harmensz Rembrandt v. Rijn"",""Harmensz. Van Rijn Rembrandt"",""Harmensz van Ryn Rembrandt"",""H. van Rembrandt"",""H. van Rijn Rembrandt"",""H. v. Rembrandt"",""Lun-po-lang"",""o Rembrandt Wan Rhin"",""Paul Rembrand"",""Paul Rembrandt"",""paul rembrandt harmensz van ryn"",""Paul Rembrandt Van Rijn"",""Paul Rembrandt Van Ryn"",""Paul Rembrand van Ryn"",""Paul Rembrant Vanryn"",""P. Rembrandt"",""P. Rembrandt van Ryn"",""P. Rembrand van Ryn"",""P. Rembrant"",""P. Van-Rhyn Rembrandt"",""Raembrant"",""Raimbran"",""Raimbrant"",""Rainbrant"",""Rāmbirānt"",""Rambrandt"",""Rambrandt van Rijn"",""Rambrant"",""Rebranch"",""Reembrand"",""Reimbrand"",""Reimbrandt"",""Reimbranlt"",""Reimbrans"",""Reimbrant"",""Reimbrant van Rijn"",""Reimbrat"",""Reinbrand"",""reinbrandt"",""Reitumbraz"",""Rem."",""Remb."",""Rembr."",""Rembrach'"",""Rembrad"",""Rembradt"",""Rembramt"",""Rembrand"",""Rembrande"",""Rembrandl"",""Rembrand Ryn von"",""Rembrands"",""Rembrandt."",""Rembrandt Garmens van Reĭn"",""Rembrandt Harmenszoon Van Rijn"",""Rembrandt Harmensz. van Rhijn"",""Rembrandt Harmensz. van Rhyn"",""Rembrandt Harmensz Van Rijn"",""Rembrandt Harmensz van Run"",""Rembrandt Harmensz van Ryn"",""rembrandt harmensz v. rijn"",""Rembrandt Hermanszoon van Rijn"",""Rembrandt Hermansz van Rijn"",""Rembrandt H. van Rhyn"",""Rembrandt H V Rhijn"",""Rembrandt H. V. Rhyn"",""Rembrandt Olandese"",""Rembrandt van Reĭn"",""Rembrandt van Rhijn"",""Rembrandt van Rhin"",""Rembrandt van Rhyn"",""Rembrandt Van Rijn"",""Rembrandt Vanrin"",""Rembrandt Van Rin"",""Rembrandt van Rjin"",""Rembrandt Van Roein"",""Rembrandt van Ryn"",""Rembrandt-Vanryn"",""rembrandt von rijn"",""Rembrandt V. R."",""Rembrandt v. Rijn"",""rembrandt v. ryn"",""Rembrand Van Rhim"",""Rembrand van Rhyn"",""Rembrand van Rijn"",""Rembrand van Ryn"",""Rembrand von Reihn"",""Rembrand von Rien"",""Rembrand von Ryn"",""Rembrant"",""Rembrants"",""Rembrant van Leyden"",""Rembrant van Reyn"",""Rembrant van Rhijn"",""Rembrant van Rhim"",""Rembrant Van Rhin"",""Rembrant Van Rhyn"",""Rembrant van Rijn"",""Rembrant Van Rin"",""Rembrant Van-Ryn"",""Rembrant V. R."",""Rembrantz"",""Rembrardt"",""Rembrat"",""Rembraud"",""Remdrandt"",""Renbrand"",""Renbrant"",""Renbraut"",""Rendbrand"",""Reubrent"",""Reymbram olandes"",""Reymbrant"",""Reynbrant"",""Reyn Van Rembrant"",""Rheinbrand"",""Rhembrant"",""Rhembrant van Rhyn"",""Rhijn Rembrandt"",""Rhyn"",""Rhynbrandt"",""Rienbraut"",""Rijmbrand"",""Rijnbrant"",""Rijn brant"",""Rimbran"",""Rimbrand"",""Rimbrandt"",""Rimbrandt van Rhyn"",""Rimbrand Van Rhin"",""Rimbrans"",""Rimbrant"",""Rimbrant Van-Rhein"",""Rinbrant"",""Rinbraut"",""Rinebrand"",""Riombrach"",""R. Rhyn"",""R. van Rijn"",""R. van Ryn"",""Rymbrand"",""Rymbrandt"",""Rymbrand Van Ryn"",""Rymbrant"",""Rymbrants"",""Rymbrants Van Ryn"",""Rynbrandt"",""Rynbrand van Ryn"",""Van Rejn"",""Van Reyn Rembrandt"",""Van-Rhin Rembrandt"",""Van Rhyn Rembrandt"",""Van Rhyn Rembrant"",""Van Rhyn Rhembrandt"",""van Rijn Rembrandt"",""van Run Rembrandt Harmensz"",""van ryn, harmensz rembrandt"",""Van Ryn Paul Rembrant"",""van Ryn Rembrand"",""Van-Ryn Rembrandt"",""van Ryn Rembrant"",""Van-Ryn Rembrant Fiammingo"",""V. Rembrants""]",1606,1669,1606–1669,NL,"[{""country_code"":""NL"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""NL"",""relationship_type"":""cultural_affiliation"",""is_primary"":true}]",classified,false,"[{""scheme"":""fng-person"",""id"":""68386"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/413527""},{""scheme"":""nga-constituent"",""id"":""1822"",""url"":""""},{""scheme"":""rijks-person"",""id"":""2103429"",""url"":""https://id.rijksmuseum.nl/200107934""},{""scheme"":""smk-person"",""id"":""1871_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS1384""},{""scheme"":""walters-person"",""id"":""2568"",""url"":""https://purl.thewalters.org/art/37.344""},{""scheme"":""wikidata"",""id"":""Q5598"",""url"":""https://www.wikidata.org/wiki/Q5598""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS1384"",""https://kokoelma.kansallisgalleria.fi/en/object/413527"",""https://pantheon.world/profile/person/Rembrandt"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/08940004622"",""https://www.pop.culture.gouv.fr/notice/joconde/M0536000544"",""https://www.rijksmuseum.nl/en/stories/rembrandt-van-rijn"",""https://www.wikidata.org/wiki/Q5598""]",918,88,50,50,25,,,,,,,,,,,,,
max-ernst-q154842,a2ed5212-8e20-415a-b063-acdc86322963,a2ed5212-8e20-415a-b063-acdc86322963,Max Ernst,person,review,true,87,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/max-ernst-q154842,"[""Ernst Max"",""Erunsuto"",""Max Ernest"",""Maximilian Ernst"",""Mx Ernst""]",1891,1976,1891–1976,FR,"[{""country_code"":""DE"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""1752"",""url"":""https://www.moma.org/collection/works/79001""},{""scheme"":""nga-constituent"",""id"":""2097"",""url"":""""},{""scheme"":""smk-person"",""id"":""2286_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS7472""},{""scheme"":""tate-person"",""id"":""1065"",""url"":""https://www.tate.org.uk/art/artists/max-ernst-1065""},{""scheme"":""wikidata"",""id"":""Q154842"",""url"":""https://www.wikidata.org/wiki/Q154842""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS7472"",""https://pantheon.world/profile/person/Max_Ernst"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79001"",""https://www.tate.org.uk/art/artists/max-ernst-1065"",""https://www.wikidata.org/wiki/Q154842""]",61,34,61,61,34,,,,,,,,,,,,,
jean-francois-millet-q148458,a4023628-b675-40eb-8fd0-6465c3279954,a4023628-b675-40eb-8fd0-6465c3279954,Jean-François Millet,person,review,true,64,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/jean-francois-millet-q148458,"[""François genannt Francisque Millet"",""François Millet"",""franqois millet"",""Jan Francois Millet"",""Jean François Millet."",""j.f. millet"",""Mile"",""Millet"",""millet jean francois"",""millet j. f."",""Mi-yeh"",""Zhan Fransua Mille""]",1814,1875,1814–1875,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""60973"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/519723""},{""scheme"":""nga-constituent"",""id"":""1720"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q148458"",""url"":""https://www.wikidata.org/wiki/Q148458""}]","[""https://kokoelma.kansallisgalleria.fi/en/object/519723"",""https://pantheon.world/profile/person/Jean-Fran%C3%A7ois_Millet"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE002017"",""https://www.pop.culture.gouv.fr/notice/joconde/07290021485"",""https://www.wikidata.org/wiki/Q148458""]",238,88,136,136,68,,,,,,,,,,,,,
francisco-goya-q5432,a58f8d6c-b8c7-4287-92da-8560c563e7c9,a58f8d6c-b8c7-4287-92da-8560c563e7c9,Francisco Goya,person,review,true,13,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/francisco-goya-q5432,"[""de goya y lucientes francisco jose"",""Don Francesco Goya"",""f. de goya"",""F. Goya"",""f. j. de goya"",""Francesco Goya"",""francesco jose goya"",""Francisco de Gova y Lucientes"",""Francisco de Goya"",""Francisco de Goya y Lucientes"",""Francisco de Paula Goya y Lucientes"",""Francisco de Paula Jose Goya y Lucientes"",""francisco goya"",""Francisco Goya Lucientes"",""Francisco Goya Y Lucientes"",""francisco j. goya"",""francisco jose de goya"",""Francisco Jose de Goya y Lucientes"",""Francisco Jose de Goya y Luzientes"",""francisco jose goya"",""Francisco José Goya Lucientes"",""Francisco Jose y Lucientes de Goya"",""Francisco Paula Jose Goya y Lucientes"",""Francisko Goja"",""franc. jose de goya y lucientes"",""Fransisko Goiia-i-Lusientes"",""Fransisko Khose de Goia"",""Fransisko Khose de Goiia"",""fr. goya"",""fr. j. de goya y lucientes"",""fr. jose de goya"",""Goya"",""goya f."",""Goya y Lucientes"",""j. de goya"",""j. f. de goya y lucientes"",""José de Goya y Lucientes"",""José Goya y Lucientes, Francisco de Paula"",""Ko-ya"",""Louis-Philippe Goya""]",1746,1828,1746–1828,ES,"[{""country_code"":""ES"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""ES"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1353"",""url"":""""},{""scheme"":""walters-person"",""id"":""8664"",""url"":""https://purl.thewalters.org/art/37.283""},{""scheme"":""wikidata"",""id"":""Q5432"",""url"":""https://www.wikidata.org/wiki/Q5432""}]","[""https://collections.artsmia.org/art/1226"",""https://pantheon.world/profile/person/Francisco_Goya"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q5432""]",465,52,20,20,10,,,,,,,,,,,,,
amedeo-modigliani-q120993,b0ca2d28-b9c1-442d-b9a4-7f03d332f547,b0ca2d28-b9c1-442d-b9a4-7f03d332f547,Amedeo Modigliani,person,review,true,34,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/amedeo-modigliani-q120993,"[""Amedeo Modilʹi︠a︡ni"",""Amedeo Modiljani"",""Amīdivū Mūdilyānī"",""Dedo"",""Modì""]",1884,1920,1884–1920,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""63308"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/385489""},{""scheme"":""moma-person"",""id"":""4038"",""url"":""https://www.moma.org/collection/works/78737""},{""scheme"":""nga-constituent"",""id"":""1722"",""url"":""""},{""scheme"":""smk-person"",""id"":""931_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMSr145""},{""scheme"":""tate-person"",""id"":""1648"",""url"":""https://www.tate.org.uk/art/artists/amedeo-modigliani-1648""},{""scheme"":""wikidata"",""id"":""Q120993"",""url"":""https://www.wikidata.org/wiki/Q120993""}]","[""https://api.smk.dk/api/v1/art?object_number=KMSr145"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Amedeo_Modigliani"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/78737"",""https://www.tate.org.uk/art/artists/amedeo-modigliani-1648"",""https://www.wikidata.org/wiki/Q120993""]",83,46,33,33,11,,,,,,,,,,,,,
henri-matisse-q5589,b8053720-ce72-47c8-a6e3-d39fa9cd7095,b8053720-ce72-47c8-a6e3-d39fa9cd7095,Henri Matisse,person,review,true,18,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/henri-matisse-q5589,"[""Anri Matiss"",""Henri Emile Benoit Matisse"",""Henri-Matisse"",""H. Matisse"",""Matisse"",""matisse h."",""matisse henri""]",1869,1954,1869–1954,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""3832"",""url"":""https://www.moma.org/collection/works/79117""},{""scheme"":""nga-constituent"",""id"":""1706"",""url"":""""},{""scheme"":""smk-person"",""id"":""897_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMSr87""},{""scheme"":""tate-person"",""id"":""1593"",""url"":""https://www.tate.org.uk/art/artists/henri-matisse-1593""},{""scheme"":""wikidata"",""id"":""Q5589"",""url"":""https://www.wikidata.org/wiki/Q5589""}]","[""https://api.smk.dk/api/v1/art?object_number=KMSr87"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Henri_Matisse"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79117"",""https://www.pop.culture.gouv.fr/notice/joconde/00000068043"",""https://www.pop.culture.gouv.fr/notice/joconde/07200002032"",""https://www.tate.org.uk/art/artists/henri-matisse-1593"",""https://www.wikidata.org/wiki/Q5589""]",839,202,801,801,164,,,,,,,,,,,,,
salvador-dali-q5577,b8d29754-3c6d-47d4-860a-f946df83d45a,b8d29754-3c6d-47d4-860a-f946df83d45a,Salvador Dalí,person,review,true,7,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/salvador-dali-q5577,[],1904,1989,1904–1989,ES,"[{""country_code"":""ES"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""ES"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""1364"",""url"":""https://www.moma.org/collection/works/80592""},{""scheme"":""nga-constituent"",""id"":""1205"",""url"":""""},{""scheme"":""tate-person"",""id"":""971"",""url"":""https://www.tate.org.uk/art/artists/salvador-dali-971""},{""scheme"":""wikidata"",""id"":""Q5577"",""url"":""https://www.wikidata.org/wiki/Q5577""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Salvador_Dal%C3%AD"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/80592"",""https://www.tate.org.uk/art/artists/salvador-dali-971"",""https://www.wikidata.org/wiki/Q5577""]",44,21,44,44,21,,,,,,,,,,,,,
